id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.type[en_US]
"a271e9e0-7e25-4f4c-82fc-98f4bd7b44ff","1/1546","Moher, Tom||Gnoli, Alessandro","2020-06-10T19:55:20Z","2020-06-10T13:52:44Z","2020-06-10T19:55:20Z","2020-06-10T13:52:44Z","2019-06","RoomCast is a web-based learning resource distribution tool designed to support whole-class collective inquiry in multi-activity instructional units designs enacted on heterogeneous collections of personal and public devices in classrooms. As a design tool, RoomCast supports accommodation to local curricular adaptations and technology platform availability, enabling the configuration of curated learning and teaching resource collections over a broad range of classroom contexts. In the classroom, RoomCast offers rapid redistribution of resources during teacher-initiated activity transitions, automatically distributing tailored sets of resources needed for the activity to heterogeneous client portals. While informed by research in technology supports for orchestration, RoomCast is not intended as a scripting tool for complex activity sequences. Rather, it is designed to support coarse-grained activity structures involving diverse types of stakeholders, placing responsibility for detailed activity management in the hands of teachers or custom scripts, in pursuit of a descriptive framework accessible to practitioners.","Made available in DSpace on 2020-06-10T19:55:20Z (GMT). No. of bitstreams: 1
981-984.pdf: 384101 bytes, checksum: aadd1923db6ebf2c5c01f67edb01058c (MD5)
  Previous issue date: 2019-06","Moher, T. & Gnoli, A. (2019). RoomCast: Distributing Digital Resources in the Classroom of Things. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 981-984). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1757","https://doi.dx.org/10.22318/cscl2019.981","en","International Society of the Learning Sciences (ISLS)","RoomCast: Distributing Digital Resources in the Classroom of Things","Interactive Events"
"2b12881c-5020-40d8-99b9-c779d5d3a815","1/1546","Xia, Yu||Borge, Marcela","2020-06-10T19:55:21Z","2020-06-10T13:51:58Z","2020-06-10T19:55:21Z","2020-06-10T13:51:58Z","2019-06","In computer-supported collaborative learning (CSCL), verbal and non-verbal behaviors among group members are often examined to help investigate how people in groups interact and learn. Analytic methods used on language data that involve a certain degree of quantification are not rare. This study examines the quantification of qualitative data that involves some form of language use in articles included in the proceedings of international conferences on CSCL from 2005 to 2017. The goal of this systematic review is to identify gaps in methodological effort of quantifying human interactions and communication in terms of research contexts, levels of analysis, and time points of assessment. In synthesizing information on these three aspects, we hope to identify trends over the years and encourage more effort in less researched areas.","Made available in DSpace on 2020-06-10T19:55:21Z (GMT). No. of bitstreams: 1
620-623.pdf: 257029 bytes, checksum: fca30b22af0144a6b4fecd71392ed7fa (MD5)
  Previous issue date: 2019-06","Xia, Y. & Borge, M. (2019). A Systematic Review of the Quantification of Qualitative Data in Proceedings of International Conferences on CSCL from 2005 to 2017. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 620-623). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1635","https://doi.dx.org/10.22318/cscl2019.620","en","International Society of the Learning Sciences (ISLS)","A Systematic Review of the Quantification of Qualitative Data in Proceedings of International Conferences on CSCL from 2005 to 2017","Short Papers"
"eb290869-f98e-4839-8612-7bb8a187eb7d","1/1546","Lin, Veronica||Blikstein, Paulo","2020-06-10T19:55:21Z","2020-06-10T13:52:49Z","2020-06-10T19:55:21Z","2020-06-10T13:52:49Z","2019-06","This interactive demo presents Project Bloks, a development platform for tangible programming to enable young children to learn programming. The modularity of the platform demonstrates technical and design advances that can benefit not only designers, makers, and educators who can create activities for this platform, but also the children we strive to engage. With this demo, we hope to facilitate new thinking around about embodied and collaborative learning with tangible interfaces for young children.","Made available in DSpace on 2020-06-10T19:55:21Z (GMT). No. of bitstreams: 1
1021-1024.pdf: 352483 bytes, checksum: 59c0e97f9d05c43482a3dd8dfe13e428 (MD5)
  Previous issue date: 2019-06","Lin, V. & Blikstein, P. (2019). Project Bloks: Embodied and Collaborative Learning With Tangible Interfaces for Young Children. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 1021-1024). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1552","https://doi.dx.org/10.22318/cscl2019.1021","en","International Society of the Learning Sciences (ISLS)","Project Bloks: Embodied and Collaborative Learning With Tangible Interfaces for Young Children","Interactive Events"
"0f1cd05d-7ce0-4419-a9a3-39dc9859dd4e","1/1546","Verish, Clarissa||Strawhacker, Amanda||Westendorf, Lauren||Pollalis, Christina||Sullivan, Amanda||Loparev, Anna||Bers, Marina||Shaer, Orit","2020-06-10T19:55:22Z","2020-06-10T13:52:02Z","2020-06-10T19:55:22Z","2020-06-10T13:52:02Z","2019-06","We present BacToMars, a collaborative multiplayer educational video game that engages elementary school children in creative bio-design. We describe the design of the game, its learning goals, and findings from its preliminary evaluation when deployed in informal settings accompanied by a curricular intervention. Our findings shed light on how children play a collaborative multiplayer game while co-located, and on the potential of collaborative video games as a tool for teaching biological engineering to young children and for making a positive impact on their attitudes towards science.","Made available in DSpace on 2020-06-10T19:55:22Z (GMT). No. of bitstreams: 1
652-655.pdf: 296485 bytes, checksum: bccd82bb75fe57bd00135d11cd241053 (MD5)
  Previous issue date: 2019-06","Verish, C., Strawhacker, A., Westendorf, L., Pollalis, C., Sullivan, A., Loparev, A., Bers, M., & Shaer, O. (2019). BacToMars: A Collaborative Video Game for BioDesign. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 652-655). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1644","https://doi.dx.org/10.22318/cscl2019.652","en","International Society of the Learning Sciences (ISLS)","BacToMars: A Collaborative Video Game for BioDesign","Short Papers"
"08a69bb3-f6b9-4a61-8795-46bc10a97f9b","1/1546","Sharma, Kshitij||Pappas, Ilias||Papavlasopoulou, Sofia||Giannakos, Michail","2020-06-10T19:55:22Z","2020-06-10T13:52:06Z","2020-06-10T19:55:22Z","2020-06-10T13:52:06Z","2019-06","We present a collaborative learning study contextualized within Project based Learning. The main aim of our contribution is to use the physiological data such as heart rate, skin temperature, electrodermal activity and blood volume pressure to quantify the learning experiences of the collaborating teams. We propose an automatic method to extract collaborative measures and study their relationship with the perceived performance, usefulness and satisfaction from the collaborative sessions from various student groups in a university degree course. We aim to contribute towards automatized, pervasive and more generalizable sensing of collaborative learning. Our results show that the synchrony in automatically extracted physiological states correlates positively with perceived performance and satisfaction of teams.","Made available in DSpace on 2020-06-10T19:55:22Z (GMT). No. of bitstreams: 1
684-687.pdf: 217248 bytes, checksum: 05006afa7afffcf10fe6dd3a749f2747 (MD5)
  Previous issue date: 2019-06","Sharma, K., Pappas, I., Papavlasopoulou, S., & Giannakos, M. (2019). Towards Automatic and Pervasive Physiological Sensing of Collaborative Learning. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 684-687). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1652","https://doi.dx.org/10.22318/cscl2019.684","en","International Society of the Learning Sciences (ISLS)","Towards Automatic and Pervasive Physiological Sensing of Collaborative Learning","Short Papers"
"2d22cc6c-62f4-4065-aef7-a0170a81983f","1/1546","Jeong, Heisawn||Seo, Sujong||Jeong, Jiyeon||Hmelo-Silver, Cindy||Grauwin, Sebastian","2020-06-10T19:55:22Z","2020-06-10T13:52:09Z","2020-06-10T19:55:22Z","2020-06-10T13:52:09Z","2019-06","Bibliographic coupling (BC) of 869 CSCL papers published between 2005 and 2014 showed a map of CSCL research organized around shared references. The CSCL map consists of ten BC research clusters with varying size and topics. A subset of CSCL were not well- connected, suggesting a degree of fragmentation in CSCL research. Bibliometric analysis also revealed hidden or implicit research practices.","Made available in DSpace on 2020-06-10T19:55:22Z (GMT). No. of bitstreams: 1
712-715.pdf: 198359 bytes, checksum: ab5c0e9fc201fd859d9e2416fe4ad74f (MD5)
  Previous issue date: 2019-06","Jeong, H., Seo, S., Jeong, J., Hmelo-Silver, C., & Grauwin, S. (2019). What Can Be Learned About Computer-Supported Collaborative Learning From a Bibliographic Coupling Analysis?. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 712-715). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1659","https://doi.dx.org/10.22318/cscl2019.712","en","International Society of the Learning Sciences (ISLS)","What Can Be Learned About Computer-Supported Collaborative Learning From a Bibliographic Coupling Analysis?","Short Papers"
"1566deea-3838-4859-84ed-284e7ff3b9e6","1/1546","Lin, Pei-Yi||Hong, Huang-Yao||Ma, Leanne","2020-06-10T19:55:23Z","2020-06-10T13:51:59Z","2020-06-10T19:55:23Z","2020-06-10T13:51:59Z","2019-06","This study employs Knowledge Building pedagogy and Knowledge Forum technol- ogy to advance reading literacies in a third-grade elementary reading class in Taiwan. We hy- pothesized that sustained engagement in idea-centered discussions surrounding reading materi- als would lead to higher levels of reading comprehension (i.e., interpretation, and integration). Using a quasi-experiment design, we collected: (a) students' online Knowledge Building be- haviors, (b) group reading discussions, and (c) students' reading comprehension assessment. Our findings reveal that the experimental group (Knowledge Building) outperformed the con- trol group (direct instruction) on the comprehension assessment. Additionally, we found that the Knowledge Building intervention supported the development of students' higher-level read- ing comprehension.","Made available in DSpace on 2020-06-10T19:55:23Z (GMT). No. of bitstreams: 1
632-635.pdf: 281095 bytes, checksum: a76e89ee2a4dcafa980ddf1a9acc2765 (MD5)
  Previous issue date: 2019-06","Lin, P., Hong, H., & Ma, L. (2019). Advancing Elementary Students’ Reading Comprehension Through Knowledge Building. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 632-635). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1638","https://doi.dx.org/10.22318/cscl2019.632","en","International Society of the Learning Sciences (ISLS)","Advancing Elementary Students’ Reading Comprehension Through Knowledge Building","Short Papers"
"33af2043-545a-4ab7-a646-004066e1b176","1/1546","Tissenbaum, Catherine Dornfeld||Gnesdilow, Dana||Martin, Nicole||Puntambekar, Sadhana","2020-06-10T19:55:23Z","2020-06-10T13:52:04Z","2020-06-10T19:55:23Z","2020-06-10T13:52:04Z","2019-06","When collaborating in groups, students may assume emergent roles as they interact over time. Emergent leadership can improve group functioning, but this depends on how leadership is supported by group members. We studied how roles emerged in two groups of eighth-graders participating in CSCL activities over a 12-week science unit. A leader emerged in each group, but through different processes. Group A showed greater distribution of contributions to decision-making and science talk than Group B, as well as greater conceptual gains on a content test. In contrast, Group B focused more on off-task talk than Group A. While our sample is too small to make causal claims, better distribution of contributions to talk and on-task participation seemed to positively impact collaboration and learning.","Made available in DSpace on 2020-06-10T19:55:23Z (GMT). No. of bitstreams: 1
672-675.pdf: 170375 bytes, checksum: c68dee22d094124a79b6cbe31ad46854 (MD5)
  Previous issue date: 2019-06","Tissenbaum, C. D., Gnesdilow, D., Martin, N., & Puntambekar, S. (2019). Emergent Roles, Collaboration, and Conceptual Outcomes for Two Eighth-Grade Groups in CSCL Science Classes. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 672-675). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1649","https://doi.dx.org/10.22318/cscl2019.672","en","International Society of the Learning Sciences (ISLS)","Emergent Roles, Collaboration, and Conceptual Outcomes for Two Eighth-Grade Groups in CSCL Science Classes","Short Papers"
"b45aecc4-08c4-48c8-8512-790144ffe5c4","1/1546","Tu, Xintian||Danish, Joshua||Georgen, Chris||Humburg, Megan||Davis, Bria||Enyedy, Noel","2020-06-10T19:55:23Z","2020-06-10T13:52:05Z","2020-06-10T19:55:23Z","2020-06-10T13:52:05Z","2019-06","Previous studies demonstrated that embodied play in a mixed-reality environment can be an entry point for young children to learn about scientific modeling. However, it's still unclear how specific features of play orient students towards scientific modeling and thus science learning. We investigate how the organization of an activity where students pretend to be bees to learn about how bees pollinate might direct their attention either to treating these activities as play or to exploring the underlying rules about how bees behave in the real world in a manner more akin to modeling. We describe three activities where students appear to have engaged in different kinds of play and explore how their actions and teachers' orientation produced either playful rules or scientific accounts. The implications of this work will support teachers and researchers in organizing embodied play activities that help students engage with scientific concepts.","Made available in DSpace on 2020-06-10T19:55:23Z (GMT). No. of bitstreams: 1
676-679.pdf: 303101 bytes, checksum: a3d617bd513bf1af4e89637ee137d56b (MD5)
  Previous issue date: 2019-06","Tu, X., Danish, J., Georgen, C., Humburg, M., Davis, B., & Enyedy, N. (2019). Examining How Scientific Modeling Emerges Through Collective Embodied Play. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 676-679). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1650","https://doi.dx.org/10.22318/cscl2019.676","en","International Society of the Learning Sciences (ISLS)","Examining How Scientific Modeling Emerges Through Collective Embodied Play","Short Papers"
"f1ca0ee4-6ef8-4866-9f4e-83ad0b54662c","1/1546","Sirbu, Maria-Dorinela||Dascalu, Mihai||Crossley, Scott||McNamara, Danielle||Trausan-Matu, Stefan","2020-06-10T19:55:24Z","2020-06-10T13:52:00Z","2020-06-10T19:55:24Z","2020-06-10T13:52:00Z","2019-06","Online learning environments are increasingly used by students and instructors. Cohesion Network Analysis (CNA) can be employed by instructors to analyze discourse structure in terms of cohesive links in order to model student participation and interactions in collaborative learning environments. This paper presents an extended longitudinal analysis together with corresponding visualizations of participation generated for an online math course, powered by CNA. Multiple interactive views centered on the evolution of participation and of interactions between students clustered into three layers are generated using the CNA indices provided by the ReaderBench framework. Two types of sociograms are used to show the interactions between learners in the two course weeks that exhibited extreme conditions, namely: a) week 6, when a dramatic decrease of participation was identified, and b) week 16, when the highest number of participants and contributions were logged. In addition to the views centered on participants, we introduce a heatmap depicting the evolution of keyword relevance over time, as well as a Chord diagram for visualizing concept maps based on semantic relatedness. Our analytics dashboard can be used by tutors to monitor students throughout the term and to better ascertain the correlation of course material, schedule, and deadlines with the participation of students, as well as their interactions among themselves and with the tutor.","Made available in DSpace on 2020-06-10T19:55:24Z (GMT). No. of bitstreams: 1
640-643.pdf: 916902 bytes, checksum: ed01c70aded29b6b58127e5e7cfed2ff (MD5)
  Previous issue date: 2019-06","Sirbu, M., Dascalu, M., Crossley, S., McNamara, D., & Trausan-Matu, S. (2019). Longitudinal Analysis and Visualization of Participation in Online Courses Powered by Cohesion Network Analysis. In Lund, K., Niccolai, G. P., Lavoué, E., Hmelo-Silver, C., Gweon, G., & Baker, M. (Eds.), A Wide Lens: Combining Embodied, Enactive, Extended, and Embedded Learning in Collaborative Settings, 13th International Conference on Computer Supported Collaborative Learning (CSCL) 2019, Volume 2 (pp. 640-643). Lyon, France: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1640","https://doi.dx.org/10.22318/cscl2019.640","en","International Society of the Learning Sciences (ISLS)","Longitudinal Analysis and Visualization of Participation in Online Courses Powered by Cohesion Network Analysis","Short Papers"
