id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.abstract[en_US],dc.type[en_US]
421b1016-5e59-46c0-9464-7304cbc76cd8,1/4230,"Arias, Ernesto||Eden, Hal",2020-02-17T01:55:02Z,2020-02-16T20:31:16Z,2020-02-17T01:55:02Z,2020-02-16T20:31:16Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:02Z (GMT). No. of bitstreams: 1
1-1.pdf: 34559 bytes, checksum: 275b1ad422db93874eafb67c7ead7328 (MD5)
  Previous issue date: 1997-12","Arias, E. & Eden, H. (1997). InterSim: Supporting Face-to-Face Collaborative Design. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4231,https://doi.dx.org/10.22318/cscl1997.1,en,International Society of the Learning Sciences (ISLS),InterSim: Supporting Face-to-Face Collaborative Design,"At the Center for LifeLong Learning & Design at the University of Colorado at Boulder, we are exploring models of learning and collaboration that require an emphasis on shared interaction as well as the social structures and the cultural environment in which the interaction takes place. We are now pursuing the development of a computational INTERactive SIMulation (InterSim) station to significantly extend in very unique ways the interactions that are possible.",Posters
8c39a37f-d861-4834-95d2-f334156c8a43,1/4230,"Hakkarainen, Kai",2020-02-17T01:55:03Z,2020-02-16T20:31:17Z,2020-02-17T01:55:03Z,2020-02-16T20:31:17Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:03Z (GMT). No. of bitstreams: 1
10-11.pdf: 70549 bytes, checksum: d0c004b26d14bb528ecf99da02b1d790 (MD5)
  Previous issue date: 1997-12","Hakkarainen, K. (1997). Interrogative process of inquiry and computer-supported collaborative learning. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4232,https://doi.dx.org/10.22318/cscl1997.10,en,International Society of the Learning Sciences (ISLS),Interrogative process of inquiry and computer-supported collaborative learning,The purpose of the study was to analyze epistemological nature of elementary school students’ knowledge-seeking inquiry in computer-supported collaborative learning. The problem addressed in the study was whether elementary school students are able to engage with an interrogative process of generating and transforming their own research questions and improve their conceptual understanding in a way that is analogous with scientific inquiry. A further aim was to examine how discourse interaction and collaboration between the students facilitated advancement of their question-driven inquiry. Conceptual tools developed by Jaakko Hintikka’s interrogative model of inquiry were applied for analyzing the students’ process of inquiry.,Posters
54602c44-3492-4cce-98f6-4820acf4bbd1,1/4230,"Stevens, Reed",2020-02-17T01:55:03Z,2020-02-16T20:31:23Z,2020-02-17T01:55:03Z,2020-02-16T20:31:23Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:03Z (GMT). No. of bitstreams: 1
101-110.pdf: 103008 bytes, checksum: 5a5deb7c88f67c6c69c279dcdbac0732 (MD5)
  Previous issue date: 1997-12","Stevens, R. (1997). Divisions of Labor in Computer-Assisted Design: A Comparison of Cases from Work and School. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4233,https://doi.dx.org/10.22318/cscl1997.101,en,International Society of the Learning Sciences (ISLS),Divisions of Labor in Computer-Assisted Design: A Comparison of Cases from Work and School,"This paper uses the concept of division of labor (Strauss, 1985) to explore two design settings (a middle-school classroom and a professional architecture firm) where people use both computer and paper-based practices for designing. I report that in both settings collaborative labor is divided between designers who work on paper and draftspersons who work with computers. Reasons for this division are explored, and implications are considered for educational initiatives aimed at supporting design collaboration and learning.",Plenary Session Papers
8e362a91-3950-45c7-8ee9-b49c36cdf0f0,1/4230,"Bell, Philip",2020-02-17T01:55:03Z,2020-02-16T20:31:23Z,2020-02-17T01:55:03Z,2020-02-16T20:31:23Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:03Z (GMT). No. of bitstreams: 1
111-120.pdf: 591572 bytes, checksum: 149abfcdeb35fe001a266918f253ee93 (MD5)
  Previous issue date: 1997-12","Bell, P. (1997). Using Argument Representations to Make Thinking Visible for Individuals and Groups. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4234,https://doi.dx.org/10.22318/cscl1997.111,en,International Society of the Learning Sciences (ISLS),Using Argument Representations to Make Thinking Visible for Individuals and Groups,This paper describes how an argument representation tool called SenseMaker has been used to promote science learning with middle school science students during a debate activity. The argumentation tool is one component of the Knowledge Integration Environment (KIE) Internet-based learning suite for science education. The argument representations make student thinking visible during individual and collaborative activities in the classroom. The paper elaborates on how the cognitive mechanisms and learning goals shaped the design of the SenseMaker software and presents results from several formative classroom trials of the tool. Student arguments vary based on their epistemological beliefs about the nature of science. Students report using the SenseMaker tool to support both individual and collaborative learning during their classroom projects.,Parallel Session Papers
2b57223a-8498-4680-b709-661e26849dd7,1/4230,"Hsi, Sherry||Collison, George||Tinker, Robert",2020-02-17T01:55:04Z,2020-02-16T20:31:17Z,2020-02-17T01:55:04Z,2020-02-16T20:31:17Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:04Z (GMT). No. of bitstreams: 1
12-12.pdf: 36931 bytes, checksum: 986ce623a4e3281f374d0ebda013f40b (MD5)
  Previous issue date: 1997-12","Hsi, S., Collison, G., & Tinker, R. (1997). Tools for Collaborative Teaching in Netseminars and Netcourses. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4235,https://doi.dx.org/10.22318/cscl1997.12,en,International Society of the Learning Sciences (ISLS),Tools for Collaborative Teaching in Netseminars and Netcourses,"Two projects called the International Netcourse Teacher Enhancement Coalition (INTEC) and the Virtual High School (VHS) Consortium involve studying and utilizing advanced collaborative technologies for teacher professional development and for the development of netcourses for students (see http://www.concord.org). Netcourses are courses of study that are offered through the Internet and graphical browser as a main way to share information, carry out discussions, and assess student learning. Netseminars are Internet-based courses offered to teachers-in-training to create netcourses for their virtual students. The overarching goal is to test the scalability and adoption of the netseminar/netcourse model to deliver robust virtual instruction given various resource constraints of real-place settings, and the diversity of school and social contexts for learning",Posters
4877e98e-135b-4bf9-b5f5-7541b34c3feb,1/4230,"Enyedy, Noel||Vahey, Phil||Gifford, Bernard R.",2020-02-17T01:55:04Z,2020-02-16T20:31:23Z,2020-02-17T01:55:04Z,2020-02-16T20:31:23Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:04Z (GMT). No. of bitstreams: 1
121-131.pdf: 203896 bytes, checksum: ee02311a3a9a475bf3af8fb3150a96c3 (MD5)
  Previous issue date: 1997-12","Enyedy, N., Vahey, P., & Gifford, B. R. (1997). Active and Supportive Computer-Mediated Resources for Student-to-Student Conversations. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4236,https://doi.dx.org/10.22318/cscl1997.121,en,International Society of the Learning Sciences (ISLS),Active and Supportive Computer-Mediated Resources for Student-to-Student Conversations,"Communication is a central aspect of human learning. Using the Probability Inquiry Environment (PIE) as an example, we examine how external representations (both textual and iconic) mediate face-to-face conversations among students, and support productive mathematical discourse. We provide quantitative data that suggests that seventh grade students who used PIE learned some of the basic principles of probability. Two cases studies are that illustrate how communication supported by computer-mediated representations contributed to this success. The first case study demonstrates how the computer can actively prompt student conversations that lead to learning. The second case study examines how an animated graphical representation supported these productive conversations.",Parallel Session Papers
67e369f5-5947-41ef-a014-1bdefe9a8ae2,1/4230,"Hoadley, Christopher M.||Hsi, Sherry H.",2020-02-17T01:55:04Z,2020-02-16T20:31:17Z,2020-02-17T01:55:04Z,2020-02-16T20:31:17Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:04Z (GMT). No. of bitstreams: 1
13-14.pdf: 63978 bytes, checksum: 1bab44bd14dfbb7504ca9b08457835f8 (MD5)
  Previous issue date: 1997-12","Hoadley, C. M. & Hsi, S. H. (1997). SpeakEasy: A Structured Multimedia Discussion Tool for Learning. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4237,https://doi.dx.org/10.22318/cscl1997.13,en,International Society of the Learning Sciences (ISLS),SpeakEasy: A Structured Multimedia Discussion Tool for Learning,"SpeakEasy is a World-Wide Web based structured collaboration and discussion environment. It has been successfully used to support students from middle school through university and is demonstrably more equitable than in-class discussion. In this poster/demonstration, we describe the interface and present some basic findings about the effectiveness of various interface elements.",Posters
1e773232-fe1e-4ede-a72e-98a37bd2a977,1/4230,"Scanlon, Eileen||O’Shea, Tim||Smith, Randall||Li, Yibing",2020-02-17T01:55:05Z,2020-02-16T20:31:23Z,2020-02-17T01:55:05Z,2020-02-16T20:31:23Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:05Z (GMT). No. of bitstreams: 1
132-138.pdf: 92969 bytes, checksum: dc5e837a8772626e84d840ca4bdc1691 (MD5)
  Previous issue date: 1997-12","Scanlon, E., O’Shea, T., Smith, R., & Li, Y. (1997). Supporting the Distributed Synchronous Learning of Probability: Learning from an Experiment. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4238,https://doi.dx.org/10.22318/cscl1997.132,en,International Society of the Learning Sciences (ISLS),Supporting the Distributed Synchronous Learning of Probability: Learning from an Experiment,"This paper reports on the some experiments to explore the distributed synchronous learning of probability. We have been studying synchronous computer supported collaboration between adults using Kansas, a very general and powerful environment. We have implemented a shared simulation of a ""game show"" and used this with groups of adults ranging in size from 2 to 5 participants, collaborating through an audio or video link. We describe our research approach and give preliminary results from our ongoing experiments on the general question how collaborative work changes or is enhanced by different numbers of simultaneous users of such technology, and how collaborative work mediated by technology can support learning difficult concepts. We give examples of the strong prior conceptions of probability held by our students and how these influenced their work on the simulation. We indicate future directions to be taken in this work.",Parallel Session Papers
ff3b6277-d18a-45fa-9319-f3083fc03ed8,1/4230,"Bruckman, Amy||, College of Computing||Institute of Technology, Georgia",2020-02-17T01:55:05Z,2020-02-16T20:31:24Z,2020-02-17T01:55:05Z,2020-02-16T20:31:24Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:05Z (GMT). No. of bitstreams: 1
139-146.pdf: 94582 bytes, checksum: b30af900bf290c319ae62513d242abd5 (MD5)
  Previous issue date: 1997-12","Bruckman, A., , C., & Institute of Technology, G. (1997). MOOSE Goes to School: A Comparison of Three Classrooms Using a CSCL Environment. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4239,https://doi.dx.org/10.22318/cscl1997.139,en,International Society of the Learning Sciences (ISLS),MOOSE Goes to School: A Comparison of Three Classrooms Using a CSCL Environment,"MOOSE Crossing is a text-based virtual reality environment (or “MUD”) designed to give children eight to thirteen years old a meaningful context for learning reading, writing, and computer programming. It is used from home, in after-school programs, and increasingly as an in-school activity. To date, it has been used in five classrooms. This paper compares its use in three of those classrooms, and analyzes factors that made use of MOOSE Crossing more and less successful in each of these contexts. Issues highlighted include access to computers, existence of peer experts, free-form versus structured activity, and school atmosphere.",Parallel Session Papers
b078dc37-8908-47fd-916a-e62bae6c7976,1/4230,"Masterton, Simon",2020-02-17T01:55:05Z,2020-02-16T20:31:24Z,2020-02-17T01:55:05Z,2020-02-16T20:31:24Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:05Z (GMT). No. of bitstreams: 1
147-157.pdf: 134416 bytes, checksum: e96812a045576ab4b80abaf9ba5bf0fb (MD5)
  Previous issue date: 1997-12","Masterton, S. (1997). The Virtual Participant: Lessons to be Learned from a Case-Based Tutor’s Assistant. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4240,https://doi.dx.org/10.22318/cscl1997.147,en,International Society of the Learning Sciences (ISLS),The Virtual Participant: Lessons to be Learned from a Case-Based Tutor’s Assistant,"We describe a system which uses an agent-based approach to support teaching in the collaborative setting of asynchronous plain-text electronic conferencing. We have identified areas within which tutors who use conferencing need support and developed a system which provides help in an opportunistic manner. The agent we have developed uses a case-based approach to instruction by offering help on common student problems. The cases used are examples of problems experienced by students in previous years and discussions of how they were resolved. These cases are presented by the agent when it identifies an appropriate point in the conference. An experimental version of this agent, which we call the ‘Virtual Participant’ (VP), has been tested on the Open University MBA course ‘Creative Management’. We review the effect of the system and the lessons to be learned from this experiment.",Parallel Session Papers
