id,collection,dc.contributor.author,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.type[en_US]
"13d1a7d2-d30f-4d95-955b-b599c7d04b6f","1/473",,"McBride, Elizabeth||Vitale, Jonathan||Linn, Marcia","2018-11-04T22:39:04Z","2018-11-04T23:14:21Z","2018-11-04T22:39:04Z","2018-11-04T23:14:21Z",,"2018-07","This research investigates two ways of framing design projects and their impacts on learning. The study explores the benefits of learning science concepts before or during a design project. Based on the NGSS science and engineering practices, in an engineering condition, students learn the necessary science concepts during a design project. In a science condition, students learn the science concepts first, then apply them during a design project. The study explores the benefits of each approach to inform instructional design. We use the knowledge integration framework to develop curriculum and assessment items, including an interactive computer model of a solar oven. Using three types of pre/posttest assessment items, we found students in both conditions gained insights on science and engineering design items; students in the engineering condition outperformed the science condition on a science-design integration item and conducted more trials during the design process while using an interactive computer model.","Made available in DSpace on 2018-11-04T22:39:04Z (GMT). No. of bitstreams: 1
1.pdf: 417859 bytes, checksum: a51005fcf530f5443a3ac12c6ca7ae26 (MD5)
  Previous issue date: 2018-07","McBride, E., Vitale, J., & Linn, M. (2018). Learning Design Through Science vs. Science Through Design. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/474","https://doi.dx.org/10.22318/cscl2018.17","en","International Society of the Learning Sciences, Inc. [ISLS].","Learning Design Through Science vs. Science Through Design","Book chapter"
"a3eea898-39e0-4eac-b567-65eda7f6610b","1/473",,"Kim, Yanghee||Marx, Sherry||Ngoc, Hung Pham||Nguyen, Tung","2018-11-04T22:39:05Z","2018-11-04T23:14:21Z","2018-11-04T22:39:05Z","2018-11-04T23:14:21Z",,"2018-07","This study developed a socio-technical learning community of a humanoid robot, one child from a native-English-speaking background, and one child from a Spanish-speaking background, both living in the U.S. Grounded in pedagogical and communication theories, the bilingual robot mediated the two children's interaction activities to invite both children to participate equitably. Core research questions included i) What are the challenges in designing a robot to mediate equitable, collaborative interactions among young children? and ii) What themes arise in children's interactions with the robot and each other? We adopted a design research approach to developing interaction episodes and the robot's mediating utterances, where our designs were continuously revised as we observed triadic interactions in a natural kindergarten setting. This paper discusses our design experiences, as well as themes that emerged from ethnographic observations over a four-month period.","Made available in DSpace on 2018-11-04T22:39:05Z (GMT). No. of bitstreams: 1
10.pdf: 322594 bytes, checksum: ea531cb92367122aac7102ff07a705d5 (MD5)
  Previous issue date: 2018-07","Kim, Y., Marx, S., Ngoc, H. P., & Nguyen, T. (2018). Designing Technology as a Cultural Broker for Young Children: Challenges and Opportunities. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/475","https://doi.dx.org/10.22318/cscl2018.88","en","International Society of the Learning Sciences, Inc. [ISLS].","Designing Technology as a Cultural Broker for Young Children: Challenges and Opportunities","Book chapter"
"674110cc-347f-4eb2-af3f-1833631d1072","1/473",,"Law, Nancy||Lee, Yeung||Wong-Loke, Constance","2018-11-04T22:39:05Z","2018-11-04T23:14:21Z","2018-11-04T22:39:05Z","2018-11-04T23:14:21Z",,"2018-07","Design-based implementation research (DBIR) is a methodological approach that has emerged in recent years to address the challenge of sustainability and scalability of such learning innovations in diverse settings in the educational ecosystem. These efforts are generally organized in the form of innovation/implementation networks (DBIN). While the network as a whole can be successful, implementations in individual schools differ, resulting in large variations in the depth and reach of the changes that take place at the school level. This study investigates two schools in a DBIN that demonstrated similar trajectories of change in the first two years, but very different outcomes at the end of the third year. The findings show that the fine grain details of the architecture for and leadership engagement in within- and cross-school learning, and the quality of the school-based learning interactions matter in determining the implementation outcomes of schools in the same DBIN.","Made available in DSpace on 2018-11-04T22:39:05Z (GMT). No. of bitstreams: 1
11.pdf: 447187 bytes, checksum: 190339a7c33d32a44d80908f51026a91 (MD5)
  Previous issue date: 2018-07","Law, N., Lee, Y., & Wong-Loke, C. (2018). Determinants of School Level Success in Design-Based Innovation Networks. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/476","https://doi.dx.org/10.22318/cscl2018.96","en","International Society of the Learning Sciences, Inc. [ISLS].","Determinants of School Level Success in Design-Based Innovation Networks","Book chapter"
"58298074-c988-4142-9302-c8881e6aac9b","1/473",,"Holstein, Kenneth||McLaren, Bruce M.||Aleven, Vincent","2018-11-04T22:39:06Z","2018-11-04T23:14:21Z","2018-11-04T22:39:06Z","2018-11-04T23:14:21Z",,"2018-07","Designers of teacher awareness tools (e.g., dashboards) must not only anticipate the effects analytics will have on awareness, but also how this enhanced awareness might affect teacher decision-making, and in turn, student learning. Yet teacher awareness tools are not commonly optimized to guide teacher behavior in ways that are productive for learning. In this paper, we introduce Causal Alignment Analysis (CAA), a framework for data-informed,iterative design of teacher awareness tools, which links the design of awareness tools to educational goals. We illustrate the usefulness of CAA with a case study, demonstrating the successful design alignment of an awareness tool with a causal path from teacher tool use to student learning. Over a sequence of four pilot studies conducted in both simulated and live classrooms, we demonstrate the iterative refinement of Lumilo, a real-time awareness tool, to draw teachers’ attention towards students who may benefit most from a teacher’s help.","Made available in DSpace on 2018-11-04T22:39:06Z (GMT). No. of bitstreams: 1
12.pdf: 439863 bytes, checksum: 11ac6e04f524c4a044e8bd3242e159d7 (MD5)
  Previous issue date: 2018-07","Holstein, K., McLaren, B. M., & Aleven, V. (2018). Informing the Design of Teacher Awareness Tools through Causal Alignment Analysis. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/477","https://doi.dx.org/10.22318/cscl2018.104","en","International Society of the Learning Sciences, Inc. [ISLS].","Informing the Design of Teacher Awareness Tools through Causal Alignment Analysis","Book chapter"
"c1cc1f3c-5d79-403f-bb9a-db9848de4064","1/473",,"R., Jimmy Zambrano||Kirschner, Femke||Kirschner, Paul","2018-11-04T22:39:06Z","2018-11-04T23:14:21Z","2018-11-04T22:39:06Z","2018-11-04T23:14:21Z",,"2018-07","This study investigates, from a cognitive load perspective, the effect of prior collaborative experience on the effectiveness and efficiency of collaborative learning. Performance, mental effort, and efficiency were measured during collaborative learning and in individual post-tests after one and seven days (i.e., retention and delayed retention test respectively). The results with 90 high school participants found that students who were members of experienced groups outperformed, invested less mental effort, and were more cognitively efficient than students in non-experienced groups in both tests. These results have important instructional implications for designing collaborative environments and provide support for the advantages of forming teams with relevant collaborative experiences before starting collaborative learning.","Made available in DSpace on 2018-11-04T22:39:06Z (GMT). No. of bitstreams: 1
13.pdf: 294873 bytes, checksum: 65a87093a82a26445635926995869c3e (MD5)
  Previous issue date: 2018-07","R., J. Z., Kirschner, F., & Kirschner, P. (2018). The Effect of the Prior Collaborative Experience on the Effectiveness and Efficiency of Collaborative Learning. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/478","https://doi.dx.org/10.22318/cscl2018.112","en","International Society of the Learning Sciences, Inc. [ISLS].","The Effect of the Prior Collaborative Experience on the Effectiveness and Efficiency of Collaborative Learning","Book chapter"
"052658ba-2875-4c0b-9c57-ad734f099280","1/473",,"Hinojosa, Leighanna","2018-11-04T22:39:07Z","2018-11-04T23:14:21Z","2018-11-04T22:39:07Z","2018-11-04T23:14:21Z",,"2018-07","Neuroscience Education Outreach (NEO) is a program sponsored by a large public university located in the mountain west region of the United States which employs undergraduate students pursuing degrees in Science, Technology, Engineering, and Mathematics (STEM) to perform outreach and be liaison to community and university partners. Undergraduate instructors perform roles of preparing and teaching age appropriate lessons in local classrooms, thus brokering relationships among the university and K-12 students. Three case studies show how, through participation in outreach, undergraduate instructors from groups historically underrepresented in STEM are positioned as neuroscientists and gain professional skills which contribute to the development of their personal and professional identities in their STEM field. By using the Zone of Proximal Identity Development (ZOPID) framework, I analyze how identity development occurs incrementally within an authentic outreach community setting.","Made available in DSpace on 2018-11-04T22:39:07Z (GMT). No. of bitstreams: 1
14.pdf: 380422 bytes, checksum: 5497832ac83886f00926d925e42119b2 (MD5)
  Previous issue date: 2018-07","Hinojosa, L. (2018). Encountering and Becoming Role Models: Combating Underrepresentation in STEM. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/479","https://doi.dx.org/10.22318/cscl2018.120","en","International Society of the Learning Sciences, Inc. [ISLS].","Encountering and Becoming Role Models: Combating Underrepresentation in STEM","Book chapter"
"7e9f91c4-c143-4487-90ca-d766b6f28c19","1/473",,"Larmuseau, Charlotte||Elen, Jan||Desmet, Piet||Depaepe, Fien","2018-11-04T22:39:07Z","2018-11-04T23:14:21Z","2018-11-04T22:39:07Z","2018-11-04T23:14:21Z",,"2018-07","Differences in use of e-learning components can be influenced by student-related characteristics. In this study, an e-learning environment was developed in line with the four component instructional design (4C/ID) model. The four components consist of authentic problem-based tasks (i.e., learning tasks), various support (i.e., supportive and procedural information) and additional drill-and practice exercises (i.e., part-task practice). This study firstly investigates the influence of students’ prior knowledge, task value and self-efficacy on students’ use of the components. Secondly, it examines the influence of students’ use of the components on their learning gain, taking into account their characteristics. Results of 161 students reveal a significantly negative influence of prior knowledge on students’ use of learning tasks and part-task-practice, whereas task value has a significantly positive influence on use of learning tasks and supportive information. Furthermore, use of learning tasks, procedural information and students’ prior knowledge significantly contribute to students’ learning gain.","Made available in DSpace on 2018-11-04T22:39:07Z (GMT). No. of bitstreams: 1
15.pdf: 351585 bytes, checksum: df202ea316156356503219c02e7a3bc8 (MD5)
  Previous issue date: 2018-07","Larmuseau, C., Elen, J., Desmet, P., & Depaepe, F. (2018). The Influence of Students’ Cognitive and Motivational Characteristics on Differences in Use and Learning Gain in an E-Learning Environment . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/480","https://doi.dx.org/10.22318/cscl2018.128","en","International Society of the Learning Sciences, Inc. [ISLS].","The Influence of Students’ Cognitive and Motivational Characteristics on Differences in Use and Learning Gain in an E-Learning Environment","Book chapter"
"a9fd81dc-8d6c-4bfa-aa66-0e18db2caa45","1/473",,"Ogle, Todd||Hicks, David||Johnson, Aaron||Tucker, Thomas","2018-11-04T22:39:07Z","2018-11-04T23:14:21Z","2018-11-04T22:39:07Z","2018-11-04T23:14:21Z",,"2018-07","This work resulted in an authentic problem based - and place based - historical inquiry unit utilizing augmented reality and an engagement-first approach to scaffold disciplined inquiry, facilitate student understanding of change over time, and motivate and sustain students through the inquiry arc. The design was guided by cognitive research that recognizes both the psychological and social aspects of learning. The outcomes represent both research findings across 14 participating classes as well as a more specific look at the activities of one student group, documenting their experience and perspectives in-situ. Data gathered include interviews, usage logs, student notes and student final projects. All interviews and video recordings were transcribed, indexed and underwent inductive content analysis to identify key themes around motivation to learn and explicit learnings and negotiations with the app. Our findings suggest that AR can facilitate and sustain an inquiry through making the invisible visible in authentic and challenging settings.","Made available in DSpace on 2018-11-04T22:39:07Z (GMT). No. of bitstreams: 1
16.pdf: 363124 bytes, checksum: 2877eab5f4f7b7d5b8de5093bae8789b (MD5)
  Previous issue date: 2018-07","Ogle, T., Hicks, D., Johnson, A., & Tucker, T. (2018). Authentic Problem-Based Learning with Augmented Reality. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/481","https://doi.dx.org/10.22318/cscl2018.136","en","International Society of the Learning Sciences, Inc. [ISLS].","Authentic Problem-Based Learning with Augmented Reality","Book chapter"
"82e7c353-4312-4e36-8d18-c7b78d8696c1","1/473",,"Oshima, Jun||Oshima, Ritsuko||Chiyonishio, Yuji||Ohsaki, Ayano","2018-11-04T22:39:08Z","2018-11-04T23:26:23Z","2018-11-04T22:39:08Z","2018-11-04T23:26:23Z",,"2018-07","We report our progress in developing continuous improvement for educational practices in a local school district in Japan. Utilizing design-based implementation research (DBIR) design principles, we started to identify a focus for joint work with a school. After three years of searching for and identifying a focus for joint work (development and evaluation of student collaboration skills), a teacher and researchers started collaborative DBIR research practice as a new lesson study using a new evaluation tool, socio-semantic network analysis of student discourse. In addition to an ordinary post-lesson colloquium, we performed a second post-lesson colloquium that combined researchers’ discourse analysis with teacher observations and evaluations to share and discuss. The second post-lesson colloquium was found to significantly facilitate comprehension of how students engaged in student learning.","Made available in DSpace on 2018-11-04T22:39:08Z (GMT). No. of bitstreams: 1
166.pdf: 662840 bytes, checksum: b9f94ca3a15dfc9b4c1a8276f45e3dfa (MD5)
  Previous issue date: 2018-07","Oshima, J., Oshima, R., Chiyonishio, Y., & Ohsaki, A. (2018). A New Approach to Lesson Study Practice in Japan  from the DBIR Perspective. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/482","https://doi.dx.org/10.22318/cscl2018.673","en","International Society of the Learning Sciences, Inc. [ISLS].","A New Approach to Lesson Study Practice in Japan  from the DBIR Perspective","Book chapter"
"5b21e528-1e75-4607-bca2-9fbb416d79ca","1/473",,"Luckin, Rose||Cukurova, Mutlu","2018-11-04T22:39:08Z","2018-11-04T23:26:23Z","2018-11-04T22:39:08Z","2018-11-04T23:26:23Z",,"2018-07","Teachers need to know what aspects of any proposed innovative practice are supported by evidence and are likely to be effective. However, when there is insufficient time or money to conduct a detailed trial of each proposed innovation, are there other less resource intensive methods that can be used? Here, we present a study conducted with thirty-six learning sciences experts and practitioners who were asked to judge the potential effectiveness of eighty collaborative learning activities using an adaptive comparative judgment (ACJ) approach. The results of the ACJ process show that the most innovative and effective collaborative learning activities are those that are monitored but not formally assessed. In addition, the use of technology and explicit support of students’ social and problem-solving skills are identified as important features of innovative collaborative learning activities that are likely to be effective. The contribution of this paper is twofold. First, it presents features of innovative collaborative learning practice that are considered to be important for effectiveness by experts. Second, it provides an ‘innovative’ research approach to assess educational practice when teaching is considered as a design science rather than a theoretical science.","Made available in DSpace on 2018-11-04T22:39:08Z (GMT). No. of bitstreams: 1
167.pdf: 413643 bytes, checksum: 1453e35f313825208bca2ab729fbdb37 (MD5)
  Previous issue date: 2018-07","Luckin, R. & Cukurova, M. (2018). Innovative Collaborative Learning Practice: An ‘innovative’ Delphi Approach . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/483","https://doi.dx.org/10.22318/cscl2018.681","en","International Society of the Learning Sciences, Inc. [ISLS].","Innovative Collaborative Learning Practice: An ‘innovative’ Delphi Approach","Book chapter"
