id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.type[en_US]
"5b8e148d-c6c4-40f6-8c23-82d940d9e84e","1/3928","Cavallo, David||Sipitakiat, Arnan||Basu, Anindita||Bryant, Shaundra||Welti-Santos, Larissa||Maloney, John||Chen, Siyu||Asmussen, Erik||Solomon, Cynthia||Ackermann, Edith","2020-02-03T04:09:51Z","2020-02-02T22:51:38Z","2020-02-03T04:09:51Z","2020-02-02T22:51:38Z","2004-06","We present the RoBallet environment as an interesting area for learning in a variety of domains through augmenting performing arts with technology. In the RoBallet environment children choreograph dance movements while wearing sensors and wireless microcontroller boards as well as having more sensors and devices in the environment. The children build robots, and program them, animations, light, and music they compose to respond to their movements. We have a few primary goals in this endeavor; to open new areas for exploration, to use technology to augment expression, and to open creative and expressive uses of technology, mathematics and science to children who may otherwise have no interest. We describe a workshop we ran in conjunction with the National Dance Institute, discuss what we learned, and present our ideas for future development.","Made available in DSpace on 2020-02-03T04:09:51Z (GMT). No. of bitstreams: 1
105-112.pdf: 177771 bytes, checksum: 06b94360e23e6102cfced60e410a60c9 (MD5)
  Previous issue date: 2004-06","Cavallo, D., Sipitakiat, A., Basu, A., Bryant, S., Welti-Santos, L., Maloney, J., Chen, S., Asmussen, E., Solomon, C., & Ackermann, E. (2004). RoBallet: Exploring Learning through Expression in the Arts through Constructing in a Technologically Immersive Environment. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 105-112). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3929","https://doi.dx.org/10.22318/icls2004.105","en","Lawrence Erlbaum Associates","RoBallet: Exploring Learning through Expression in the Arts through Constructing in a Technologically Immersive Environment","Papers"
"dc41f70d-f36f-41b7-9361-b44b8eb6181b","1/3928","Cavallo, David||Papert, Seymour||Stager, Gary","2020-02-03T04:09:51Z","2020-02-02T22:51:39Z","2020-02-03T04:09:51Z","2020-02-02T22:51:39Z","2004-06","We present lessons from an experimental educational intervention based in a residential facility for adjudicated youth. In this initiative we created a technologically immersive environment based upon constructionist learning. Rather than adjust one element of the learning environment at a time, we created a radically different environment not just for this particular setting, but for any setting. The youth worked in an age and grade integrated, inter-disciplinary, open, learner-centered, project-based way, investigating areas of their own choice, learning through design and construction. We found many results that far exceeded expectations and past performance. We analyze the factors behind these results to shed light on learning environments in general. We also discuss the limits exposed within this experience.","Made available in DSpace on 2020-02-03T04:09:51Z (GMT). No. of bitstreams: 1
113-120.pdf: 616424 bytes, checksum: c92074653d9d1fd6833eb57411425f80 (MD5)
  Previous issue date: 2004-06","Cavallo, D., Papert, S., & Stager, G. (2004). Climbing to Understanding: Lessons from an Experimental Learning Environment for Adjudicated Youth. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 113-120). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3930","https://doi.dx.org/10.22318/icls2004.113","en","Lawrence Erlbaum Associates","Climbing to Understanding: Lessons from an Experimental Learning Environment for Adjudicated Youth","Papers"
"6f57d327-1350-4198-ab80-7fd4074c0246","1/3928","Hsi, Sherry||Crowley, Kevin||Duschl, Richard||Finke, Coe Leta||King, Heather||Sabelli, Nora","2020-02-03T04:09:52Z","2020-02-02T22:51:30Z","2020-02-03T04:09:52Z","2020-02-02T22:51:30Z","2004-06",,"Made available in DSpace on 2020-02-03T04:09:52Z (GMT). No. of bitstreams: 1
12-15.pdf: 90709 bytes, checksum: f52e8d8eb3f609728247aeda79e6b0aa (MD5)
  Previous issue date: 2004-06","Hsi, S., Crowley, K., Duschl, R., Finke, C. L., King, H., & Sabelli, N. (2004). Models of Learning and Theories of Practice for Informal Learning Environments. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 12-15). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3931","https://doi.dx.org/10.22318/icls2004.12","en","Lawrence Erlbaum Associates","Models of Learning and Theories of Practice for Informal Learning Environments","Symposia"
"740ece35-15e4-4196-bf4a-e0b382ad952c","1/3928","Chambers, Eric Karl||Stevens, Reed","2020-02-03T04:09:52Z","2020-02-02T22:51:40Z","2020-02-03T04:09:52Z","2020-02-02T22:51:40Z","2004-06","Students and professors of anthropology were asked to interpret two pieces of original ethnographic video, one from central Mexico, the other from the United States. Both students and professors approached the interpretation of the video shot in Mexico in much the same way; they made few judgments and frequent expression of uncertainty. However students made more judgments and more expressions of certainty than the professors when viewing the film shot in the United States. We posit these data suggest a developmental sequence of interpretive skills where the ability to interpret activities perceived as culturally strange develops before the ability to interpret activities perceived as culturally familiar.","Made available in DSpace on 2020-02-03T04:09:52Z (GMT). No. of bitstreams: 1
121-127.pdf: 192563 bytes, checksum: afc3b019c1d3e6ee72a60c71b28b3746 (MD5)
  Previous issue date: 2004-06","Chambers, E. K. & Stevens, R. (2004). Seeing Nacirema: How Students and Professors Interpret Ethnographic Film. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 121-127). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3932","https://doi.dx.org/10.22318/icls2004.121","en","Lawrence Erlbaum Associates","Seeing Nacirema: How Students and Professors Interpret Ethnographic Film","Papers"
"a48b49e5-3d12-46f8-beff-c450f3a63787","1/3928","Chen, Fei-ching","2020-02-03T04:09:52Z","2020-02-02T22:51:41Z","2020-02-03T04:09:52Z","2020-02-02T22:51:41Z","2004-06","Utilizing an integration of social learning and situated learning approaches, this study identifying 89 of 487 members as lurkers in an inquiry-based online learning community consisting of 81 groups is designed to explore the characteristics and positions of lurkers from a community perspective by addressing three questions: why do they observe, what do they post, and are they non-participation learners? Using log-in frequency counts and postings as the basis of analysis, together with interviews revealing the views of community members on lurkers, this study aims to clarify the perception of the lurkers and their lurking trajectories. The findings of this study reveal a tendency toward intentional learning on the part of the lurkers. Given the opportunities to observe other groups engaged in similar tasks and going through similar procedures of inquiry activity in the online community, these lurkers were attracted to the discussion and, through unintentional learning, benefited their respective groups. From a participation framework perspective, the high online frequencies do contribute to group cohesiveness. Lurking contexts in relation to the dimensions of observational learning are discussed.","Made available in DSpace on 2020-02-03T04:09:52Z (GMT). No. of bitstreams: 1
128-135.pdf: 174140 bytes, checksum: 6bce366a6262d03d06fdfc1c96e66a98 (MD5)
  Previous issue date: 2004-06","Chen, F. (2004). Passive Forum Behaviors (Lurking): A Community Perspective. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 128-135). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3933","https://doi.dx.org/10.22318/icls2004.128","en","Lawrence Erlbaum Associates","Passive Forum Behaviors (Lurking): A Community Perspective","Papers"
"55c84a45-c8a8-4c0b-be8b-00db7192b06a","1/3928","Cornelius, Lindsay L.","2020-02-03T04:09:53Z","2020-02-02T22:51:42Z","2020-02-03T04:09:53Z","2020-02-02T22:51:42Z","2004-06","Current research has found that participation in meaningful, disciplinary conversations in the classroom helps students develop their conceptual understandings of the subject matter. These findings are often shown through descriptions of design interventions that have taken place in ordinary classrooms. Little attention has been paid, however, to the diverse experiences of individual students within these contexts and what they take away from participation in such discourses. This longitudinal study followed two students who were active student participants in a design intervention that promoted disciplinary engagement in science and history through the following school year. The study found that the style of student participation in classroom discourses depended on the unique dispositions of the students themselves, but that this participation could be either encouraged or stifled by the participant structures that were made available by the curriculum and the teacher","Made available in DSpace on 2020-02-03T04:09:53Z (GMT). No. of bitstreams: 1
136-141.pdf: 115442 bytes, checksum: 8a068130835821444f38599437b0699f (MD5)
  Previous issue date: 2004-06","Cornelius, L. L. (2004). Learning to Participate in Disciplinary Discourses: What Happens When the Conversation Ends?. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 136-141). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3934","https://doi.dx.org/10.22318/icls2004.136","en","Lawrence Erlbaum Associates","Learning to Participate in Disciplinary Discourses: What Happens When the Conversation Ends?","Papers"
"5d2affcc-51db-4298-972d-bf026befb679","1/3928","Cortina, Jose Luis||Zhao, Qing||Cobb, Paul||McClain, Kay","2020-02-03T04:09:53Z","2020-02-02T22:51:44Z","2020-02-03T04:09:53Z","2020-02-02T22:51:44Z","2004-06","In this paper we look at how students can be supported to reason with a mathematical inscription system. We do so by analyzing several episodes from a classroom design experiment that centered on supporting middle school students' understanding of proportional relations in the context of measurement. We illustrate how the teacher orchestrated whole-class conversations that built on students' diverse ways of reasoning and how she used an inscription system to revoice their contributions. We explain that such efforts made it possible for students to start communicating and reasoning mathematically with the inscriptions.","Made available in DSpace on 2020-02-03T04:09:53Z (GMT). No. of bitstreams: 1
142-149.pdf: 145240 bytes, checksum: e9cb473829fe9aa80f64fd97f8471432 (MD5)
  Previous issue date: 2004-06","Cortina, J. L., Zhao, Q., Cobb, P., & McClain, K. (2004). Supporting Students’ Reasoning with Inscriptions. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 142-149). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3935","https://doi.dx.org/10.22318/icls2004.142","en","Lawrence Erlbaum Associates","Supporting Students’ Reasoning with Inscriptions","Papers"
"c355f334-a54a-4df5-b1d5-180f180ea0a7","1/3928","Cress, Ulrike||Hesse, Friedrich-Wilhelm","2020-02-03T04:09:53Z","2020-02-02T22:51:45Z","2020-02-03T04:09:53Z","2020-02-02T22:51:45Z","2004-06","Shared databases are used for knowledge sharing in groups. The decision whether to contribute knowledge to such a database or to withhold it represents a public-goods dilemma. Each group member saves time and energy if s/he only uses the database to get information but does not contribute any information. But if all do so, the database is empty, and nobody has any benefit of it. An experimental environment enabling the study of this dilemma is described, and an overview of five experiments is given. They investigate the effect of the following factors: providing metaknowledge about the importance of the information, providing a bonus system to reward contributing, reducing costs for contribution, establishing prescriptive rules for the number of contributions, and providing feedback about the teammates' contribution behavior.","Made available in DSpace on 2020-02-03T04:09:53Z (GMT). No. of bitstreams: 1
150-157.pdf: 356742 bytes, checksum: d957b8e70171f719e19ad4c84144eda3 (MD5)
  Previous issue date: 2004-06","Cress, U. & Hesse, F. (2004). Knowledge Sharing in Groups: Experimental Findings of How to Overcome a Social Dilemma. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 150-157). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3936","https://doi.dx.org/10.22318/icls2004.150","en","Lawrence Erlbaum Associates","Knowledge Sharing in Groups: Experimental Findings of How to Overcome a Social Dilemma","Papers"
"66d3c22a-d877-438b-b980-944c7f8f2aac","1/3928","Dede, Chris||Nelson, Brian||Ketelhut, Diane Jass||Clarke, Jody||Bowman, Cassie","2020-02-03T04:09:54Z","2020-02-02T22:51:46Z","2020-02-03T04:09:54Z","2020-02-02T22:51:46Z","2004-06","This National Science Foundation funded project utilizes graphical multi-user virtual environments (MUVEs) as a vehicle to study (1) classroom-based situated learning and (2) the ways in which virtual environments may aid the transfer of learning from classroom contexts into real world settings. In the project's River City curriculum, teams of middle school students are asked to collaboratively solve a simulated 19th century city's problems with illness, through interaction with each others' `avatars', digital artifacts, tacit clues, and computer-based `agents' acting as mentors and colleagues in a virtual community of practice. This paper describes the design-based research strategy by which we are currently extending an educational MUVE environment and curriculum developed with prior NSF funding. We are implementing a series of studies to determine if such virtual environments can sufficiently replicate authentic contexts and multi-leveled communities of practice to provide students with classroom experiences in situated learning.","Made available in DSpace on 2020-02-03T04:09:54Z (GMT). No. of bitstreams: 1
158-165.pdf: 182104 bytes, checksum: 05e928391adcafd614fa4325af1ec990 (MD5)
  Previous issue date: 2004-06","Dede, C., Nelson, B., Ketelhut, D. J., Clarke, J., & Bowman, C. (2004). Design-based Research Strategies for Studying Situated Learning and Knowledge Transfer in a Multi-user Virtual Environment. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 158-165). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3937","https://doi.dx.org/10.22318/icls2004.158","en","Lawrence Erlbaum Associates","Design-based Research Strategies for Studying Situated Learning and Knowledge Transfer in a Multi-user Virtual Environment","Papers"
"28fc99b7-9c7e-440b-8aa0-b88651fc3863","1/3928","Klopfer, Eric||Resnick, Mitchel||Maloney, John||Silverman, Brian||diSessa, Andrea||Begel, Andrew||Hancock, Chris","2020-02-03T04:09:54Z","2020-02-02T22:51:30Z","2020-02-03T04:09:54Z","2020-02-02T22:51:30Z","2004-06","This panel will address pedagogical needs for revisiting the role of computer programming for student learning. We will explore advances in programming platforms that enable students to create compelling projects with new technologies, and discuss the affordances of these new initiatives. We will address how these tools and techniques can be integrated into the curriculum of the classroom as well as informal learning environments.","Made available in DSpace on 2020-02-03T04:09:54Z (GMT). No. of bitstreams: 1
16-18.pdf: 77806 bytes, checksum: 5875c36becfa92c388953239d298c7fc (MD5)
  Previous issue date: 2004-06","Klopfer, E., Resnick, M., Maloney, J., Silverman, B., diSessa, A., Begel, A., & Hancock, C. (2004). Programming Revisited – The Educational Value of Computer Programming. In Kafai, Y. B., Sandoval, W. A., Enyedy, N., Nixon, A. S., & Herrera, F. (Eds.), International Conference of the Learning Sciences 2004: Embracing Diversity in the Learning Sciences (pp. 16-18). Santa Monica, CA: Lawrence Erlbaum Associates.","https://repository.isls.org//handle/1/3938","https://doi.dx.org/10.22318/icls2004.16","en","Lawrence Erlbaum Associates","Programming Revisited – The Educational Value of Computer Programming","Symposia"
