id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.type[en_US]
"fa47396a-f5db-42ca-a379-ead2c600b624","1/3667","Artman, Henrik||Ramberg, Robert||Sundholm, Hillevi||Cerratto-Pargman, Teresa","2020-01-09T19:25:56Z","2020-01-09T14:17:06Z","2020-01-09T19:25:56Z","2020-01-09T14:17:06Z","2005-05","This paper focuses on the concept of representations produced in the context of collaborative design. More specifically, on the interplay between collaborative creation of sketches (design proposals), and argumentation and negotiation processes taking place in the design activity. The question raised in this paper is how sketches produced during a design session reflect and mediate dialogues and argumentation in the design activity and how the sketches feed into an envisioned use context or vice versa. The concepts of action context- and target context representations are introduced and used to illustrate shifts of focus during a design session. We have studied a group of students working on a design task in an interactive space for two weeks. The purpose of the study was to investigate how an environment meant to support collaborative work and learning support collaborative and creative learning of interaction design. The results indicate that students attending a course on interaction design did not pay enough attention to target representations. Furthermore the results suggest that ""action context representations"" to a large extent occupy student activities as a result of either complex technology or as a result of the students thrust to do something instrumental. We suggest that pedagogical programs for collaborative learning of design may relieve some of the mapping, or interplay, of design proposals and the target context representation.","Made available in DSpace on 2020-01-09T19:25:56Z (GMT). No. of bitstreams: 1
1-7.pdf: 282616 bytes, checksum: 3b8af37419b50186bba2b3095fc77411 (MD5)
  Previous issue date: 2005-05","Artman, H., Ramberg, R., Sundholm, H., & Cerratto-Pargman, T. (2005). Action Context and Target Context Representations: A Case Study on Collaborative Design Learning. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 1-7). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3668","https://doi.dx.org/10.22318/cscl2005.1","en","International Society of the Learning Sciences (ISLS)","Action Context and Target Context Representations: A Case Study on Collaborative Design Learning","Papers"
"29ec98dc-5537-4d1f-be7b-16d41e1382e6","1/3667","Derry, Sharon J.||Hmelo-Silver, Cindy E.||Feltovich, Joan||Nagarajan, Anandi||Chernobilsky, Ellina||Halfpap, Brad","2020-01-09T19:25:56Z","2020-01-09T14:17:15Z","2020-01-09T19:25:56Z","2020-01-09T14:17:15Z","2005-05","We propose a model for Internet learning grounded in a theoretical analysis of transfer and embodied within a general tool called STELLAR (Socio-Technical Environment for Learning and Learning-Activity Research). STELLAR supports creation and management of online courses that systematically integrate collaborative design with study of text and video. The objective of STELLAR is to help learners develop ""meshed"" cognitive representations that support transfer of course knowledge to professional practice. Using STELLAR, we created experimental online courses in the learning sciences1 for pre-service teachers. Our research produced substantial evidence supporting our approach and a body of empirically tested online materials and collaborative activities for teacher education.","Made available in DSpace on 2020-01-09T19:25:56Z (GMT). No. of bitstreams: 1
105-114.pdf: 276075 bytes, checksum: e1252a838747eea9ce56cf5321cabf54 (MD5)
  Previous issue date: 2005-05","Derry, S. J., Hmelo-Silver, C. E., Feltovich, J., Nagarajan, A., Chernobilsky, E., & Halfpap, B. (2005). Making a Mesh of It: A STELLAR Approach to Teacher Professional Development. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 105-114). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3669","https://doi.dx.org/10.22318/cscl2005.105","en","International Society of the Learning Sciences (ISLS)","Making a Mesh of It: A STELLAR Approach to Teacher Professional Development","Papers"
"dc96afcf-570f-4ace-a424-1951b0a570ca","1/3667","Dimitracopoulou, Angelique","2020-01-09T19:25:57Z","2020-01-09T14:17:16Z","2020-01-09T19:25:57Z","2020-01-09T14:17:16Z","2005-05","The research community, in order to support learning as well as collaboration, has designed systems, which, distinctive from common web-based ones (simply enabling collaborative activities), constitute new cognitive and meta-cognitive tools. The paper proceeds with a categorization of the main tools and functions that characterise collaborative learning systems (designed for primary/ secondary/ higher/ education) in order to discuss the current trade- offs. It proposes a design framework for collaborative learning systems that are addressed to primary &amp; secondary education. This framework is derived from considerations of cognitive psychology, science education, and CSCL community research results. The paper concludes by presenting the main themes of the actual research agenda, which is intended to help design systems that can be integrated into primary and secondary education contexts.","Made available in DSpace on 2020-01-09T19:25:57Z (GMT). No. of bitstreams: 1
115-124.pdf: 236727 bytes, checksum: 950a176829d90a27d6fbf7a2f84fce34 (MD5)
  Previous issue date: 2005-05","Dimitracopoulou, A. (2005). Designing Collaborative Learning Systems: Current Trends & Future Research Agenda. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 115-124). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3670","https://doi.dx.org/10.22318/cscl2005.115","en","International Society of the Learning Sciences (ISLS)","Designing Collaborative Learning Systems: Current Trends & Future Research Agenda","Papers"
"75cc1ff0-0b8d-4f3d-bdbf-0e109529899b","1/3667","Dönmez, Pinar||Rosé, Carolyn||Stegmann, Karsten||Weinberger, Armin||Fischer, Frank","2020-01-09T19:25:57Z","2020-01-09T14:17:17Z","2020-01-09T19:25:57Z","2020-01-09T14:17:17Z","2005-05","Process analyses are becoming more and more standard in research on computer-supported collaborative learning. This paper presents the rational as well as results of an evaluation of a tool called TagHelper, designed for streamlining the process of multi-dimensional analysis of the collaborative learning process. In comparison with a hand-coded corpus coded with a 7 dimensional coding scheme, TagHelper is able to achieve an acceptable level of agreement (Cohen's Kappa of .7 or more) along 6 out of 7 of the dimensions when we commit only to the portion of the corpus where the predictor has the highest certainty. In 5 of those cases, the percentage of the corpus where the predictor is confident enough to commit a code is at least 88% of the corpus. Consequences for theory-building with respect to automatic corpus analysis are formulated. Potential applications as a support tool for process analyses, as real-time support for facilitators of on-line discussions, and for the development of more adaptive instructional support for computer-supported collaboration are discussed.","Made available in DSpace on 2020-01-09T19:25:57Z (GMT). No. of bitstreams: 1
125-134.pdf: 290676 bytes, checksum: 8f1e52b50dddd2078581a929bc599e1e (MD5)
  Previous issue date: 2005-05","Dönmez, P., Rosé, C., Stegmann, K., Weinberger, A., & Fischer, F. (2005). Supporting CSCL with Automatic Corpus Analysis Technology. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 125-134). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3671","https://doi.dx.org/10.22318/cscl2005.125","en","International Society of the Learning Sciences (ISLS)","Supporting CSCL with Automatic Corpus Analysis Technology","Papers"
"361cbada-1bfa-4e46-8db0-a931a5056ebc","1/3667","Dwyer, Nathan||Suthers, Daniel D.","2020-01-09T19:25:57Z","2020-01-09T14:17:17Z","2020-01-09T19:25:57Z","2020-01-09T14:17:17Z","2005-05","The premise of this work is that, like language, the meanings of written representations are contextual and their affordances are appropriated in sometimes-unexpected ways. This situation presents a dilemma for designers of collaborative learning technologies: there is a need for representational and interactional tools that guide and support learning through cognitive and social activities, but predefined mappings between interface elements and functionalities may be too rigid. The study reported in this paper attempts to address this dilemma by identifying the strategies that people communicating via flexible written representations use to manage their interaction, and how they appropriate the affordances of media to carry out these strategies. We analyzed how people appropriated paper-based tools for collaboration under conditions approximating online interaction. Regularities were observed in the use of limited but polymorphic repertoires for communication and expression of attitude, functional and coordinative use of space, the presence of simultaneous threads, and strategies for interruption and context setting. The results suggest a new generation of collaborative technologies that include support for multi-faceted and parallel interactions, lightweight tools for expressing attitude, context representations, and scaffolding for automatically detecting and supporting emerging conventions.","Made available in DSpace on 2020-01-09T19:25:57Z (GMT). No. of bitstreams: 1
135-144.pdf: 409052 bytes, checksum: 20cad35f5f8bccb02b5d1fe963bc8f61 (MD5)
  Previous issue date: 2005-05","Dwyer, N. & Suthers, D. D. (2005). A Study of the Foundations of Artifact-Mediated Collaboration. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 135-144). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3672","https://doi.dx.org/10.22318/cscl2005.135","en","International Society of the Learning Sciences (ISLS)","A Study of the Foundations of Artifact-Mediated Collaboration","Papers"
"0b93ad0a-3083-433a-b7e5-a28f2d30acba","1/3667","Ertl, Bernhard||Kopp, Birgitta||Mandl, Heinz","2020-01-09T19:25:58Z","2020-01-09T14:17:18Z","2020-01-09T19:25:58Z","2020-01-09T14:17:18Z","2005-05","This paper deals with collaborative knowledge construction in videoconferencing. The main topic for investigation is how to predict individual learning outcomes, and in particular the degree to which an individual's prior knowledge and collaborative knowledge construction can influence individual learning outcomes. In this context, the influence of prior knowledge and two measures of instructional support, a collaboration script and a content scheme, were analyzed with respect to collaborative knowledge construction. An empirical study was conducted using 159 university students. Students worked collaboratively in groups of three within a case-based videoconferencing learning environment and were supported by instructional support measures. Results indicated that collaborative knowledge construction had a greater impact on individual learning outcomes than an individual's prior knowledge.","Made available in DSpace on 2020-01-09T19:25:58Z (GMT). No. of bitstreams: 1
145-154.pdf: 224137 bytes, checksum: 26d507ad2d40d4b6e059fda23a2ed778 (MD5)
  Previous issue date: 2005-05","Ertl, B., Kopp, B., & Mandl, H. (2005). Effects of an Individual’s Prior Knowledge on Collaborative Knowledge Construction and Individual Learning Outcomes in Videoconferencing. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 145-154). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3673","https://doi.dx.org/10.22318/cscl2005.145","en","International Society of the Learning Sciences (ISLS)","Effects of an Individual’s Prior Knowledge on Collaborative Knowledge Construction and Individual Learning Outcomes in Videoconferencing","Papers"
"f45220e4-f71a-4ab1-84b8-235a204e7d54","1/3667","Fraser, Danaë Stanton||Smith, Hilary||Tallyn, Ella||Kirk, Dave||Benford, Steve||Rowland, Duncan||Paxton, Mark||Price, Sara||Fitzpatrick, Geraldine","2020-01-09T19:25:58Z","2020-01-09T14:17:18Z","2020-01-09T19:25:58Z","2020-01-09T14:17:18Z","2005-05","This paper describes a project designed to provide children with a context-inclusive approach to collecting scientific data. The term context-inclusive refers to the collection of data which records the process of scientific data collection itself. We outline the design process carried out within two partner schools with the aim of engaging children in taking part in, and reflecting upon, the scientific process involved in collecting and analysing scientific data. We provided children with the ability to share and compare their data with children at their own and other schools. Our context- inclusive approach involved the design of tailored sensors and a bespoke interface displaying video data synchronised with environmental pollution data. Through evaluation of the data collection, analysis and sharing sessions, we describe how the context-inclusive approach impacts on children's understanding of the scientific process. We focus on children's discussion and reflection around understanding the constraints of measuring. We argue that the collection and presentation of contextual data engenders reflection on constraints, and may enable improved understanding of that process.","Made available in DSpace on 2020-01-09T19:25:58Z (GMT). No. of bitstreams: 1
155-159.pdf: 510575 bytes, checksum: a93eb63850512ee7470835e3cd18d97d (MD5)
  Previous issue date: 2005-05","Fraser, D. S., Smith, H., Tallyn, E., Kirk, D., Benford, S., Rowland, D., Paxton, M., Price, S., & Fitzpatrick, G. (2005). The SENSE Project: A Context-Inclusive Approach to Studying Environmental Science within and Across Schools. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 155-159). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3674","https://doi.dx.org/10.22318/cscl2005.155","en","International Society of the Learning Sciences (ISLS)","The SENSE Project: A Context-Inclusive Approach to Studying Environmental Science within and Across Schools","Papers"
"22ea31eb-d134-40ac-b392-b5cc300a182f","1/3667","Gerosa, Marco Aurélio||Pimentel, Mariano Gomes||Fuks, Hugo||Lucena, Carlos J.P.","2020-01-09T19:25:58Z","2020-01-09T14:17:19Z","2020-01-09T19:25:58Z","2020-01-09T14:17:19Z","2005-05","In an education environment, a forum provides a valuable tool that can be used to foster reflection and a deeper analysis of subjects being discussed. However, as an asynchronous communication tool, participation can occur at any time, demanding a constant attention of the teacher to satisfactorily mediate the group and the discussion. In addition, a reasonable number of messages can be posted in a short period of time, making it hard to follow up and coordinate the discussion. This paper proposes an approach based on statistical and visual analysis of messages characteristics to alert the teacher about potential problems.","Made available in DSpace on 2020-01-09T19:25:58Z (GMT). No. of bitstreams: 1
160-169.pdf: 416143 bytes, checksum: 6434c92bb9db530fc346e966174605d5 (MD5)
  Previous issue date: 2005-05","Gerosa, M. A., Pimentel, M. G., Fuks, H., & Lucena, C. J. (2005). No Need to Read Messages Right Now: Helping Mediators to Steer Educational Forums Using Statistical and Visual Information. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 160-169). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3675","https://doi.dx.org/10.22318/cscl2005.160","en","International Society of the Learning Sciences (ISLS)","No Need to Read Messages Right Now: Helping Mediators to Steer Educational Forums Using Statistical and Visual Information","Papers"
"744f9294-9b0d-437a-931e-b427f1d61517","1/3667","Glassner, Amnon||Schwarz, Baruch B.","2020-01-09T19:25:59Z","2020-01-09T14:17:20Z","2020-01-09T19:25:59Z","2020-01-09T14:17:20Z","2005-05","Argumentative activity has been found beneficial for knowledge building and evaluation of information in some conditions. Many CSCL theorists have suggested that graphical representations may help in this endeavor. In the present study we examine effects of a graphical representation of synchronous discussions. 54 Grade 7 students from 2 classes participated. The study tested the effects of: (a) the use of shapes representing some argumentative functions in discussions and the use of arrows representing support/challenge between utterances; (b) the use of floor control to monitor turn taking during discussion. It appears that the combination of use of shapes and arrows and of the control over turn taking invites students to express more relevant claims and arguments, and less chat expressions.","Made available in DSpace on 2020-01-09T19:25:59Z (GMT). No. of bitstreams: 1
170-179.pdf: 294073 bytes, checksum: bdaa88189125c3a72fa435f89870c807 (MD5)
  Previous issue date: 2005-05","Glassner, A. & Schwarz, B. B. (2005). The Role of Floor Control and of Ontology in Argumentative Activities with Discussion-Based Tools. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 170-179). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3676","https://doi.dx.org/10.22318/cscl2005.170","en","International Society of the Learning Sciences (ISLS)","The Role of Floor Control and of Ontology in Argumentative Activities with Discussion-Based Tools","Papers"
"813e782a-46c8-4bf5-9f2b-81962bd8d546","1/3667","Carell, Angela||Herrmann, Thomas||Kienle, Andrea||Menold, Natalja","2020-01-09T19:25:59Z","2020-01-09T14:17:08Z","2020-01-09T19:25:59Z","2020-01-09T14:17:08Z","2005-05","CSCL is seen as a socio-technical process which has to be carefully planned by both students and teachers. These processes can be presented as graphical models which serve as maps to guide the students through their collaboration. In an experimental field study, the participatory development of these models was compared to a condition without models. The data shows the ad- vantages of graphical models for the students' planning coordination. Most of the five hypotheses are confirmed in this study. These findings show just how important a technical concept is which helps to integrate the developed models as a means of coordination and navigation into CSCL- systems.","Made available in DSpace on 2020-01-09T19:25:59Z (GMT). No. of bitstreams: 1
18-27.pdf: 1149277 bytes, checksum: bdfbdb3a1ecef7365727196a43b000d2 (MD5)
  Previous issue date: 2005-05","Carell, A., Herrmann, T., Kienle, A., & Menold, N. (2005). Improving the Coordination of Collaborative Learning with Process Models. In Koschmann, T., Suthers, D. D., & Chan, T. (Eds.), Proceedings of the International Conference on Computer Supported Collaborative Learning 2005 (pp. 18-27). Taipei, Taiwan: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/3677","https://doi.dx.org/10.22318/cscl2005.18","en","International Society of the Learning Sciences (ISLS)","Improving the Coordination of Collaborative Learning with Process Models","Papers"
