id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.type[en_US]
"4190c11d-b03d-441b-9be9-a298fc1f3f47","1/1765","Davidsen, Jacob||Christiansen, Ellen","2020-01-08T18:51:43Z","2019-07-20T19:49:02Z","2020-01-08T18:51:43Z","2019-07-20T19:49:02Z","2013-06","What are the benefits of single-touch screens? The paper presents findings of one video extract from ten months of observation of single-touch screen interaction among 8-9 year-old children. Recent studies of collaborative learning mediated by digital touch screens and tabletops emphasize the possibilities for equal levels of verbal and physical participation. Additionally, these studies suggest that multi-touch technologies offer more task-oriented activities compared to single-touch screen interaction, in which discussion about turn-taking is more prevalent from the outset. In contrast, applying the Embodied Interaction Analysis, we find that the constraints of single-touch screens offer support for intersubjective meaning making in their capacity of constraining the interaction. This ""grain of sand"" shows how children display and construct a shared work space through embodied interaction with a single-touch screen.","Made available in DSpace on 2020-01-08T18:51:43Z (GMT). No. of bitstreams: 1
10-13.pdf: 182319 bytes, checksum: c52e0b0c1044360d87aebcf88939d8df (MD5)
  Previous issue date: 2013-06","Davidsen, J. & Christiansen, E. (2013). The Benefits of Single-Touch Screens in Intersubjective Meaning Making. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 2 — Short Papers, Panels, Posters, Demos & Community Events (pp. 10-13). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1766","https://doi.dx.org/10.22318/cscl2013.2.10","en","International Society of the Learning Sciences","The Benefits of Single-Touch Screens in Intersubjective Meaning Making","Short Papers"
"f8e3488c-af95-44d0-8f81-c4df7edab3d2","1/1765","Adamson, David||Ashe, Colin||Jang, Hyeju||Yaron, David||Rosé, Carolyn P.","2020-01-08T18:51:44Z","2019-05-22T09:50:57Z","2020-01-08T18:51:44Z","2019-05-22T09:50:57Z","2013-06","In recent years, intelligent conversational agents have been used with some level of effectiveness as dynamic support for collaborative learning in online chat. The classroom discourse community offers insights from analysis of effective classroom discussion facilitation practices that might productively inspire the design of such facilitator agents. In this paper, we evaluate one such conversational agent-as-facilitator design, drawn from the literature on what has been termed Academically Productive Talk. Specifically we evaluate the effect of a facilitation strategy referred to as Agree/Disagree, where students are prompted to evaluate the assertions of a partner student. In a simple two condition study, we evaluate the effect of this facilitation strategy in comparison with an otherwise identical condition where this facilitation strategy is absent. The results demonstrate a marginal positive effect on learning (effect size .55 standard deviations) and a significant intensification effect on the collaborative discourse.","Made available in DSpace on 2020-01-08T18:51:44Z (GMT). No. of bitstreams: 1
10-17.pdf: 278866 bytes, checksum: 1a301909f49ceb021c6dd90f5a6d6aba (MD5)
  Previous issue date: 2013-06","Adamson, D., Ashe, C., Jang, H., Yaron, D., & Rosé, C. P. (2013). Intensification of Group Knowledge Exchange with Academically Productive Talk Agents. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 1 — Full Papers & Symposia (pp. 10-17). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1767","https://doi.dx.org/10.22318/cscl2013.1.10","en","International Society of the Learning Sciences","Intensification of Group Knowledge Exchange with Academically Productive Talk Agents","Full Papers"
"de568ec1-34dc-45da-8979-d078ef286d1d","1/1765","Matuk, Camillia||McElhaney, Kevin||Miller, David||Chen, Jennifer King||Lim-Breitbart, Jonathan||Terashima, Hiroki||Kwan, Geoffrey||Linn, Marcia","2020-01-08T18:51:44Z","2019-07-20T19:49:14Z","2020-01-08T18:51:44Z","2019-07-20T19:49:14Z","2013-06","We describe our approach to prototyping an iteration of the Idea Manager, a tool integrated into an online science inquiry environment. Students use the Idea Manager to track ideas as they encounter new information, and reflect upon, sort, and distinguish ideas toward integrating their understanding. To explore the value of collaborative features, we designed a hybrid online/offline activity to facilitate students exchanging ideas with the Idea Manager. Based on student interviews and case studies, we identify aspects of collaboration to inform design features for enabling the meaningful exchange of ideas. Whereas most design accounts focus on the evaluative role of prototyping, this study highlights its reflective use, and its role in involving multiple stakeholders in rapid iterative cycles of establishing requirements, building alternatives, and testing. By documenting these iterative design activities, this study informs both the theory and practice of designing collaborative educational technologies.","Made available in DSpace on 2020-01-08T18:51:44Z (GMT). No. of bitstreams: 1
101-104.pdf: 672765 bytes, checksum: 0b96f6ecb8762c26f2e35106f4512ec5 (MD5)
  Previous issue date: 2013-06","Matuk, C., McElhaney, K., Miller, D., Chen, J. K., Lim-Breitbart, J., Terashima, H., Kwan, G., & Linn, M. (2013). Reflectively Prototyping a Tool for Exchanging Ideas. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 2 — Short Papers, Panels, Posters, Demos & Community Events (pp. 101-104). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1768","https://doi.dx.org/10.22318/cscl2013.2.101","en","International Society of the Learning Sciences","Reflectively Prototyping a Tool for Exchanging Ideas","Short Papers"
"0c79da13-ff1c-40f8-a668-17b205cecb70","1/1765","Ming, Norma C.||Ming, Vivienne L.","2020-01-08T18:51:45Z","2019-07-20T19:49:15Z","2020-01-08T18:51:45Z","2019-07-20T19:49:15Z","2013-06","We present a series of visualizations of online discussions that combine topic modeling with other dimensions of the discussion contributions, to help faculty assess and improve learning from discussions. After applying probabilistic latent semantic analysis (pLSA) to calculate the relative conceptual distance between discussion posts, we projected posts or collections of posts into a two-dimensional space. By color-coding points according to their temporal position in the course or according to the author's final grade, we captured patterns in students' contributions that connect the topic modeling factors to more intuitively familiar characteristics. We consider how some possible qualitative features of the discussion may be represented in the topic space and outline future work to develop these tools further.","Made available in DSpace on 2020-01-08T18:51:45Z (GMT). No. of bitstreams: 1
105-108.pdf: 354525 bytes, checksum: 5fb68e7b4a8a1779ee25a90ad496b175 (MD5)
  Previous issue date: 2013-06","Ming, N. C. & Ming, V. L. (2013). Visualizing Topics, Time, and Grades in Online Class Discussions. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 2 — Short Papers, Panels, Posters, Demos & Community Events (pp. 105-108). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1769","https://doi.dx.org/10.22318/cscl2013.2.105","en","International Society of the Learning Sciences","Visualizing Topics, Time, and Grades in Online Class Discussions","Short Papers"
"fcc14c25-e71e-4312-8235-02044dac8eec","1/1765","Clarke, Sherice N.||Chen, Gaowei||Stainton, Catherine||Katz, Sandra||Greeno, James G.||Resnick, Lauren B.||Dyke, Gregory||Howley, Iris||Adamson, David||Rosé, Carolyn Penstein","2020-01-08T18:51:45Z","2019-05-22T09:50:57Z","2020-01-08T18:51:45Z","2019-05-22T09:50:57Z","2013-06","Accountable Talk is a form of classroom interaction that positions students as thinkers in interaction and encourages students to make their thinking visible for collaborative reasoning. This paper reports on a two-year teacher professional development program in which teachers were coached to use Accountable Talk practices in their classrooms. Online collaborative learning activities were used to prepare students for these whole-class, teacher lead discussions using the same paradigm. Findings from a series of studies embedded within the two year professional development program provides evidence that novel conversational agent designs, based on the Accountable Talk approach to discussion facilitation, improve learning during the online exercises and better prepare students to benefit from whole class discussions. In this paper we evaluate the effect on teacher uptake of Accountable Talk practices when their students have participated in these online small group activities.","Made available in DSpace on 2020-01-08T18:51:45Z (GMT). No. of bitstreams: 1
105-112.pdf: 590958 bytes, checksum: 869286a6f6e4a1bbd5ca5d1e2d151e90 (MD5)
  Previous issue date: 2013-06","Clarke, S. N., Chen, G., Stainton, C., Katz, S., Greeno, J. G., Resnick, L. B., Dyke, G., Howley, I., Adamson, D., & Rosé, C. P. (2013). The Impact of CSCL Beyond the Online Environment. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 1 — Full Papers & Symposia (pp. 105-112). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1770","https://doi.dx.org/10.22318/cscl2013.1.105","en","International Society of the Learning Sciences","The Impact of CSCL Beyond the Online Environment","Full Papers"
"143c6a23-18a2-40ee-8525-be9b1153e64a","1/1765","Modak, Rucha||Millet, Chris","2020-01-08T18:51:45Z","2019-07-20T19:49:15Z","2020-01-08T18:51:45Z","2019-07-20T19:49:15Z","2013-06","Digital scholarly storytelling or digital storytelling in the service of explaining science is currently a blip on the radar of higher education and research on this mode of instruction is hard to come across. This paper reports quasi-experimental research conducted in a higher education nutrition science classroom in Fall 09 and Spring 12. Students participated in a multimedia creation project as an integral part of the course, whereby they collaborated in small groups to create video PSAs about a topic of choice. In order to develop this project, students underwent digital research and multimedia training sessions. They answered pre and posttest surveys about their attitudes and self-reported abilities with reference to digital literacy and multimedia skills, and participated in focus group interviews to discuss their experiences in detail. Survey results show an improvement in their understanding of copyright information and multimedia skills, and focus group interviews underscore the many enjoyable and frustrating aspects of the process. Pedagogical implications are discussed. Introduction Student-created video projects involving collecting and presenting video data or telling a scripted story using original footage, music, graphics, animations, etc. have often been studied for their pedagogical abilities. For instance, middle school students in Egypt were taught to use Microsoft Photo Story to create videos related to any topic of their choice (Sadik, 2008), 10 year old English children were taught to use digital editing software and they created stories related to their school (Pearson, 2005) or college student made podcasts on topics related to Information Technology (Lee, McLoughlin and Chan, 2008). However, the use of digital video in education is woefully under researched, particularly that which is integrated within the established or mainstream curricula (Pearson, 2005 and Lippincott, 2007). A quick review of literature shows that there's a paucity of research about the use of this tool for scholarly storytelling, i.e. explaining existing research about a specific topic using original footage, music, graphics, animations, etc. The primary examples of such creations are commercially produced videos, documentaries or digital shorts, but those produced by students are rarely discussed in the literature. For instance, Nixon (2009) describes a digital storytelling project of bilingual high school students where including data was a personal choice, the project was extra-mural and Nixon does not explain if and how students were trained to use the tools of digital and multimedia literacy- something of crucial importance to multimedia creation in education (Lippincott, 2007). In this paper, we discuss a collaborative scholarly storytelling project about nutrition science in a higher education classroom, along with the process by which we prepared students to take on the challenge of translating scientific research into an accessible video PSA. Student groups in Nutrition 360 are required to create a video PSA on any topic related to nutrition for which they shoot original footage and edit it digitally. A unique inter-institutional collaboration between the instructor, the university's media and technology support unit, and the university libraries sustains this project. The goal is to facilitate students' digital scholarly storytelling i.e. research that is translated and visualized in an accessible manner in the form of a video. The project was studied in Fall 09 and Spring 12. Student feedback in the first iteration drove changes on several counts, discussed in detail later. We were curious about how the digital and library research and multimedia training affected students' perceived abilities and attitudes in every iteration, and what the differences between iterations were, if any. Hence, the research questions for our study were as follows: i) How does library training affect students' perceived abilities and attitudes toward finding and using digital library resources or other online information sources for class assignments? ii) How does multimedia training affect students' perceived abilities and attitudes toward creating multimedia for class assignments? iii) How do changes between two semesters affect a) Students' perceived abilities and attitudes toward finding and using digital library resources or other online information sources for class assignments? b) Students' perceived abilities and attitudes toward creating multimedia for class assignments? iv) How do changes between two semesters affect students' experience of learning to, and designing and developing the project? Data for this study relied on two instances of training: the library training session covered the library's website as well as other online research sources and the multimedia training session covered using iMovie, the","Made available in DSpace on 2020-01-08T18:51:45Z (GMT). No. of bitstreams: 1
109-112.pdf: 182960 bytes, checksum: 6e65175c7e57e502e6401e08dd6dadbc (MD5)
  Previous issue date: 2013-06","Modak, R. & Millet, C. (2013). Digital Scholarly Storytelling: Making Videos to Explain Science. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 2 — Short Papers, Panels, Posters, Demos & Community Events (pp. 109-112). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1771","https://doi.dx.org/10.22318/cscl2013.2.109","en","International Society of the Learning Sciences","Digital Scholarly Storytelling: Making Videos to Explain Science","Short Papers"
"76b661ab-f707-450a-b489-87af2113176a","1/1765","Mu, Jin||Stegmann, Karsten||Fischer, Frank","2020-01-08T18:51:46Z","2019-07-20T19:49:16Z","2020-01-08T18:51:46Z","2019-07-20T19:49:16Z","2013-06","With respect to the Script Theory of Guidance (SToG), four open questions of importance are identified regarding the optimal scripting level principle. This principle concerns mainly the interaction between internal and external scripts as well as the effect of this interaction on knowledge acquisition. In an experimental study with N = 96 participants (who learned in groups of three), we examined the effects of external scripting and fading on the development of an internal script and analyzed the role of the individual's initial internal script. The results are in line with the principles of the SToG so that the external script facilitated the internal script mediated by the application during the collaborative learning. In addition, the initial internal scripts interact positively with the external script regarding the effect on the development of individual's internal scripts.","Made available in DSpace on 2020-01-08T18:51:46Z (GMT). No. of bitstreams: 1
113-116.pdf: 148504 bytes, checksum: 0d3957474ce3c28041cd4a873553fbc8 (MD5)
  Previous issue date: 2013-06","Mu, J., Stegmann, K., & Fischer, F. (2013). How Collaboration Scripts are Internalized: A Script Theory of Guidance Perspective. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 2 — Short Papers, Panels, Posters, Demos & Community Events (pp. 113-116). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1772","https://doi.dx.org/10.22318/cscl2013.2.113","en","International Society of the Learning Sciences","How Collaboration Scripts are Internalized: A Script Theory of Guidance Perspective","Short Papers"
"defffa25-0ab1-453e-9e98-a94cac98b339","1/1765","Clegg, Tamara||Yip, Jason C.||Ahn, June||Bonsignore, Elizabeth||Gubbels, Michael||Lewittes, Becky||Rhodes, Emily","2020-01-08T18:51:46Z","2019-05-22T09:50:57Z","2020-01-08T18:51:46Z","2019-05-22T09:50:57Z","2013-06","Productive collaboration is an integral component of socially constructed perspectives of learning. Yet effective collaboration is quite challenging and not without its own risks. Collaboration, both distributed and face-to-face, must be nurtured; technologies can support or undermine its positive growth in learning communities. We present an exploratory investigation of the types of social interactions that are both productive and non-productive in face-to-face informal science learning contexts. We include an analysis of the ways in which social media technologies can be designed to support more collaborative interactions.","Made available in DSpace on 2020-01-08T18:51:46Z (GMT). No. of bitstreams: 1
113-120.pdf: 277871 bytes, checksum: 0a4e2fd694dad0d00a6f75b820235b50 (MD5)
  Previous issue date: 2013-06","Clegg, T., Yip, J. C., Ahn, J., Bonsignore, E., Gubbels, M., Lewittes, B., & Rhodes, E. (2013). When Face-to-Face Fails: Opportunities for Social Media to Foster Collaborative Learning. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 1 — Full Papers & Symposia (pp. 113-120). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1773","https://doi.dx.org/10.22318/cscl2013.1.113","en","International Society of the Learning Sciences","When Face-to-Face Fails: Opportunities for Social Media to Foster Collaborative Learning","Full Papers"
"e05e9969-b59d-4d05-bf1f-5cb2159bd678","1/1765","Paek, Seungoh||Hoffman, Dan||Black, John B.","2020-01-08T18:51:46Z","2019-07-20T19:49:16Z","2020-01-08T18:51:46Z","2019-07-20T19:49:16Z","2013-06","This study investigates how multimodal interactions impact learning in digital learning environments. More specifically, the study argues that modern virtual manipulatives should offer a rich sensory experience by presenting information visually, aurally, and kinesthetically and that carefully designed perceptual experiences will facilitate learning in young children. To test this hypothesis, sixty (N = 60) second grade students were randomly assigned to learn multiplication using software designed to vary the aural and kinesthetic experience while holding the visual presentation constant. The results reveal that both aural and kinesthetic interactions increased learning outcomes but in different ways and at different points. The paper concludes with a full discussion of the results as well as their theoretical and practical implications.","Made available in DSpace on 2020-01-08T18:51:46Z (GMT). No. of bitstreams: 1
117-120.pdf: 181035 bytes, checksum: f78ae08fba570e8005dbf174077c0dbb (MD5)
  Previous issue date: 2013-06","Paek, S., Hoffman, D., & Black, J. B. (2013). Multimodal Interactions with Virtual Manipulatives: Supporting Young Children's Math Learning. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 2 — Short Papers, Panels, Posters, Demos & Community Events (pp. 117-120). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1774","https://doi.dx.org/10.22318/cscl2013.2.117","en","International Society of the Learning Sciences","Multimodal Interactions with Virtual Manipulatives: Supporting Young Children's Math Learning","Short Papers"
"affee1fd-ace9-4eb4-a619-73ad340411c8","1/1765","Prilla, Michael||DeLeeuw, Krista||Cress, Ulrike||Herrmann, Thomas","2020-01-08T18:51:47Z","2019-07-20T19:49:17Z","2020-01-08T18:51:47Z","2019-07-20T19:49:17Z","2013-06","One approach to integrate CSCL in the workplace is the support of collaboratively re- flecting on work, aiming at developing and evaluating tools that support reflection at the work- place. As an example, we describe the ""Talk Reflection App"" and its evaluation. On a conceptual level we show the relevance of articulation, shared artifacts, and the strong interrelation between individual and collaborative activities. On the empirical level we give examples of learning out- comes.","Made available in DSpace on 2020-01-08T18:51:47Z (GMT). No. of bitstreams: 1
121-124.pdf: 319955 bytes, checksum: 9d894a736540abe871a06f71592d3347 (MD5)
  Previous issue date: 2013-06","Prilla, M., DeLeeuw, K., Cress, U., & Herrmann, T. (2013). Individual and Collaborative Reflection at Work: Support for Work-place Learning in Healthcare. In Rummel, N., Kapur, M., Nathan, M., & Puntambekar, S. (Eds.), To See the World and a Grain of Sand: Learning across Levels of Space, Time, and Scale: CSCL 2013 Conference Proceedings Volume 2 — Short Papers, Panels, Posters, Demos & Community Events (pp. 121-124). Madison, WI: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/1775","https://doi.dx.org/10.22318/cscl2013.2.121","en","International Society of the Learning Sciences","Individual and Collaborative Reflection at Work: Support for Work-place Learning in Healthcare","Short Papers"
